Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,15,1045.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,20,126.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,23,19.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,30,661.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,40,1385.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,50,618.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,70,114.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,85,16.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,100,229.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,300,276.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,500,13.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050.0,1000,3.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,1,13.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,2,23.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,3,122.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,5,414.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,8,72.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,10,171.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,20,1.0
BUENOS AIRES,Brandsen,Jeppener,6119070.0,30,1.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,2,35.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,30,1.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,100,46.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,200,69.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010.0,500,160.0
BUENOS AIRES,Campana,Barrio Los Pioneros,6126020.0,2,60.0
BUENOS AIRES,Campana,Campana,6126030.0,0,234.0
BUENOS AIRES,Campana,Campana,6126030.0,0,1.0
BUENOS AIRES,Campana,Campana,6126030.0,0,2.0
BUENOS AIRES,Campana,Campana,6126030.0,1,50.0
BUENOS AIRES,Campana,Campana,6126030.0,2,1.0
BUENOS AIRES,Campana,Campana,6126030.0,3,70.0
BUENOS AIRES,Campana,Campana,6126030.0,5,4.0
BUENOS AIRES,Campana,Campana,6126030.0,6,98.0
BUENOS AIRES,Campana,Campana,6126030.0,8,1.0
BUENOS AIRES,Campana,Campana,6126030.0,10,575.0
BUENOS AIRES,Campana,Campana,6126030.0,15,64.0
BUENOS AIRES,Campana,Campana,6126030.0,20,86.0
BUENOS AIRES,Campana,Campana,6126030.0,25,1460.0
BUENOS AIRES,Campana,Campana,6126030.0,30,31.0
BUENOS AIRES,Campana,Campana,6126030.0,50,1556.0
BUENOS AIRES,Campana,Campana,6126030.0,60,34.0
BUENOS AIRES,Campana,Campana,6126030.0,75,1.0
BUENOS AIRES,Campana,Campana,6126030.0,100,12862.0
BUENOS AIRES,Campana,Campana,6126030.0,120,136.0
BUENOS AIRES,Campana,Campana,6126030.0,150,1257.0
BUENOS AIRES,Campana,Campana,6126030.0,200,1930.0
BUENOS AIRES,Campana,Campana,6126030.0,250,169.0
BUENOS AIRES,Campana,Campana,6126030.0,300,9058.0
BUENOS AIRES,Campana,Campana,6126030.0,500,790.0
BUENOS AIRES,Campana,Campana,6126030.0,600,36.0
BUENOS AIRES,Campana,Campana,6126030.0,1000,407.0
BUENOS AIRES,Campana,Chacras Del Río Luján,6126035.0,2,41.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,10,1.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,150,14.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,300,32.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,500,4.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040.0,1000,4.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,0,1.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,0,16.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,3,106.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,8,36.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,10,40.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,15,48.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,50,68.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,60,4.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,75,1.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,100,332.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,150,81.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,300,322.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,500,26.0
BUENOS AIRES,Cañuelas,Alejandro Petión,6134010.0,1000,71.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030.0,10,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,10,171.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,20,23.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020.0,50,29.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,0,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,0,19.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,3,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,3,302.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,5,2.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,8,310.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,10,527.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,15,611.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,20,1430.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,30,17.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,31,1.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,50,1149.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,100,2672.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,150,16.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,300,1847.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,500,71.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030.0,1000,22.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040.0,10,20.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040.0,50,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,5,7.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,6,100.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,10,199.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,20,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,30,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,50,19.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,60,12.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,75,3.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,100,22.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,150,523.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,200,24.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,300,1033.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,500,158.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050.0,1000,178.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,0,2.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,6,115.0
BUENOS AIRES,Cañuelas,Santa Rosa,6134060.0,10,118.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,5,68.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,6,14.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,7,10.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,8,18.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,10,667.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,15,56.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,20,31.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,30,2.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,40,1.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070.0,50,109.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,0,7.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,3,55.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,8,29.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,10,25.0
BUENOS AIRES,Cañuelas,Vicente Casares,6134080.0,15,136.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,3,89.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,3,20.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,8,70.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,10,252.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,15,127.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,20,1.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,25,80.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,30,1.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,50,898.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,100,2588.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,300,475.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,500,13.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010.0,1000,1.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020.0,3,44.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,1,5.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,6,18.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,8,19.0
BUENOS AIRES,Carlos Casares,Cadret,6147020.0,12,7.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,0,1.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,0,5.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,1,65.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,3,157.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,6,1133.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,8,1263.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,12,509.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,15,765.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,30,2.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,50,977.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,100,1279.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,300,836.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,500,37.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,600,64.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030.0,1000,2.0
BUENOS AIRES,Carlos Casares,La Sofía,6147060.0,1,1.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070.0,6,20.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070.0,8,19.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070.0,12,8.0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080.0,3,108.0
BUENOS AIRES,Carlos Casares,Moctezuma,6147080.0,5,53.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095.0,1,1.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095.0,6,17.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095.0,8,16.0
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095.0,12,10.0
BUENOS AIRES,Carlos Casares,Smith,6147100.0,3,166.0
BUENOS AIRES,Carlos Casares,Smith,6147100.0,5,24.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,0,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,2,210.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,3,299.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,3,6.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,5,56.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,6,147.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,7,1116.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,8,2.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,10,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010.0,15,8.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020.0,2,77.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020.0,10,50.0
BUENOS AIRES,Carlos Tejedor,Curarú,6154030.0,3,16.0
BUENOS AIRES,Carlos Tejedor,Timote,6154040.0,2,61.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050.0,0,1.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050.0,2,198.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,0,3.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,3,903.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,3,46.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,8,109.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,10,7.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,15,372.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,30,1.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,50,165.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,80,3.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,100,1181.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,300,329.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,500,19.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010.0,1000,11.0
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020.0,3,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030.0,3,107.0
BUENOS AIRES,Castelli,Castelli,6168010.0,0,2.0
BUENOS AIRES,Castelli,Castelli,6168010.0,1,105.0
BUENOS AIRES,Castelli,Castelli,6168010.0,2,173.0
BUENOS AIRES,Castelli,Castelli,6168010.0,3,62.0
BUENOS AIRES,Castelli,Castelli,6168010.0,5,621.0
BUENOS AIRES,Castelli,Castelli,6168010.0,7,95.0
BUENOS AIRES,Castelli,Castelli,6168010.0,8,21.0
BUENOS AIRES,Castelli,Castelli,6168010.0,10,193.0
BUENOS AIRES,Castelli,Castelli,6168010.0,12,104.0
BUENOS AIRES,Castelli,Castelli,6168010.0,15,240.0
BUENOS AIRES,Castelli,Castelli,6168010.0,25,662.0
BUENOS AIRES,Castelli,Castelli,6168010.0,50,41.0
BUENOS AIRES,Castelli,Castelli,6168010.0,100,8.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,2,11.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,3,4.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,5,19.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,10,1.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,15,5.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020.0,25,9.0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030.0,25,7.0
BUENOS AIRES,Chacabuco,Castilla,6210010.0,3,52.0
BUENOS AIRES,Chacabuco,Castilla,6210010.0,6,217.0
BUENOS AIRES,Chacabuco,Castilla,6210010.0,10,5.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,0,83.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,0,23.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,3,219.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,5,5.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,6,1497.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,8,353.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,10,781.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,15,472.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,20,157.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,30,36.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,50,784.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,100,5814.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,125,2.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,300,3252.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,500,114.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020.0,1000,31.0
BUENOS AIRES,Chacabuco,O'Higgins,6210040.0,3,100.0
BUENOS AIRES,Chacabuco,O'Higgins,6210040.0,6,342.0
BUENOS AIRES,Chacabuco,O'Higgins,6210040.0,12,50.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,2,94.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,3,1.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,5,341.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,10,135.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,20,38.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,30,1.0
BUENOS AIRES,Chacabuco,Rawson,6210050.0,40,20.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020.0,6,83.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020.0,10,27.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020.0,20,20.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020.0,50,1.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,0,2.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,0,32.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,1,323.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,3,725.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,3,552.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,5,457.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,8,732.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,10,496.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,15,847.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,20,485.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,30,5.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,50,744.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,100,4926.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,300,2443.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,500,69.0
BUENOS AIRES,Chascomús,Chascomús,6217010.0,1000,11.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,1,75.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,3,174.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,3,2.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,4,1607.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,5,146.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,8,269.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,10,49.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,13,100.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,15,91.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,20,13.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,30,23.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020.0,50,2.0
BUENOS AIRES,Chivilcoy,Benitez,6224005.0,15,19.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,0,2362.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,0,1.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,0,33.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,2,906.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,3,5.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,3,980.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,6,2.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,7,1352.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,8,930.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,10,35.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,12,1.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,15,3067.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,20,7.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,30,8.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,50,1578.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,100,4202.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,300,4770.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,500,154.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010.0,1000,38.0
BUENOS AIRES,Chivilcoy,Emilio Ayarza,6224020.0,15,5.0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030.0,2,55.0
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030.0,3,1.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,3,4.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,4,16.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,6,11.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,7,27.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,8,8.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,10,10.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,12,3.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,15,8.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,30,1.0
BUENOS AIRES,Chivilcoy,La Rica,6224040.0,246,41.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,4,13.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,6,316.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,8,3.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,10,26.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,12,1.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,15,8.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,30,1.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050.0,800,563.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,3,6.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,5,3.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,6,4.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,8,14.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,10,7.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,12,2.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,15,34.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060.0,30,2.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,5,3.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,6,38.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,8,5.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,12,2.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,15,3.0
BUENOS AIRES,Chivilcoy,San Sebastián,6224070.0,30,1.0
BUENOS AIRES,Colón,Colón,6175010.0,0,2414.0
BUENOS AIRES,Colón,Colón,6175010.0,0,4.0
BUENOS AIRES,Colón,Colón,6175010.0,3,1328.0
BUENOS AIRES,Colón,Colón,6175010.0,3,107.0
BUENOS AIRES,Colón,Colón,6175010.0,5,2.0
BUENOS AIRES,Colón,Colón,6175010.0,6,959.0
BUENOS AIRES,Colón,Colón,6175010.0,8,257.0
BUENOS AIRES,Colón,Colón,6175010.0,10,6.0
BUENOS AIRES,Colón,Colón,6175010.0,12,46.0
BUENOS AIRES,Colón,Colón,6175010.0,15,711.0
BUENOS AIRES,Colón,Colón,6175010.0,20,4.0
BUENOS AIRES,Colón,Colón,6175010.0,30,106.0
BUENOS AIRES,Colón,Colón,6175010.0,50,838.0
BUENOS AIRES,Colón,Colón,6175010.0,100,2626.0
BUENOS AIRES,Colón,Colón,6175010.0,300,1639.0
BUENOS AIRES,Colón,Colón,6175010.0,500,85.0
BUENOS AIRES,Colón,Colón,6175010.0,1000,16.0
BUENOS AIRES,Colón,Pearson,6175030.0,6,80.0
BUENOS AIRES,Colón,Pearson,6175030.0,10,8.0
BUENOS AIRES,Colón,Sarasa,6175040.0,4,12.0
BUENOS AIRES,Colón,Sarasa,6175040.0,6,2.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,2,6.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,3,9.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,5,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,6,27.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,10,3.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010.0,20,25.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020.0,0,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025.0,2,7.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025.0,3,7.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025.0,6,22.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025.0,10,5.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025.0,15,2.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030.0,0,6.0
