Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,0,1.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,0,2.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,0,19.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,3,85.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,3,145.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,6,76.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,8,299.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,10,288.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,15,415.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,20,1796.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,25,144.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,30,1501.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,40,27.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,50,647.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,80,9.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,100,693.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,300,95.0
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100.0,500,3.0
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010.0,10,59.0
BUENOS AIRES,25 de Mayo,Agustín Mosconi,6854010.0,20,5.0
BUENOS AIRES,25 de Mayo,Del Valle,6854020.0,0,1.0
BUENOS AIRES,25 de Mayo,Del Valle,6854020.0,3,181.0
BUENOS AIRES,25 de Mayo,Del Valle,6854020.0,10,10.0
BUENOS AIRES,25 de Mayo,Ernestina,6854030.0,5,75.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,2,106.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,3,3.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,4,56.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,5,7.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,6,3.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,8,4.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,10,1.0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,6854040.0,65,1.0
BUENOS AIRES,25 de Mayo,Lucas Monteverde,6854050.0,3,5.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,2,174.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,3,32.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,4,9.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,5,8.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,6,914.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,10,2.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,15,322.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,25,29.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060.0,50,20.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070.0,6,2.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070.0,10,177.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070.0,15,3.0
BUENOS AIRES,25 de Mayo,Pedernales,6854070.0,50,25.0
BUENOS AIRES,25 de Mayo,San Enrique,6854080.0,20,11.0
BUENOS AIRES,25 de Mayo,Valdés,6854090.0,10,245.0
BUENOS AIRES,25 de Mayo,Valdés,6854090.0,20,18.0
BUENOS AIRES,9 de Julio,12 de Octubre,6588030.0,3,11.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,0,9.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,3,198.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,3,114.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,5,154.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,6,4824.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,7,235.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,8,98.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,10,2669.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,15,1239.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,20,1144.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,30,362.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,50,631.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,100,1843.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,300,1068.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,500,33.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100.0,1000,14.0
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010.0,3,510.0
BUENOS AIRES,9 de Julio,Dudignac,6588040.0,1,8.0
BUENOS AIRES,9 de Julio,Dudignac,6588040.0,3,36.0
BUENOS AIRES,9 de Julio,Dudignac,6588040.0,4,247.0
BUENOS AIRES,9 de Julio,Dudignac,6588040.0,6,46.0
BUENOS AIRES,9 de Julio,Dudignac,6588040.0,10,52.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060.0,1,1.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060.0,2,193.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060.0,6,1.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060.0,10,2.0
BUENOS AIRES,9 de Julio,Morea,6588080.0,3,130.0
BUENOS AIRES,9 de Julio,Patricios,6588110.0,3,50.0
BUENOS AIRES,9 de Julio,Patricios,6588110.0,6,16.0
BUENOS AIRES,9 de Julio,Patricios,6588110.0,10,44.0
BUENOS AIRES,9 de Julio,Patricios,6588110.0,15,21.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,3,42.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,6,6.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,10,37.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,15,29.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,20,32.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,30,11.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120.0,50,3.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,3,763.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,3,20.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,7,103.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,8,36.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,15,1231.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,30,1.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,31,266.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,50,820.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,61,31.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010.0,100,2.0
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020.0,3,208.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050.0,3,60.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070.0,0,10.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070.0,0,2.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070.0,5,386.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070.0,10,6.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070.0,20,2.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080.0,20,1252.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080.0,35,26.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080.0,50,31.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,0,3.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,3,147.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,8,447.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,10,122.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,12,1.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,15,1422.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,30,44.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010.0,50,1.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020.0,4,632.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020.0,7,7.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020.0,8,28.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020.0,10,45.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020.0,15,5.0
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030.0,4,46.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040.0,3,12.0
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040.0,4,2.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,0,2.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,2,1.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,3,40.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,5,1.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,8,116.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,15,302.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010.0,100,1.0
BUENOS AIRES,Alberti,Coronel Seguí,6021020.0,15,5.0
BUENOS AIRES,Alberti,Mechita,6021030.0,3,275.0
BUENOS AIRES,Alberti,Mechita,6021030.0,5,10.0
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),6021070.0,15,24.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,0,10.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,0,34.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,1,21.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,2,8.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,3,63.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,4,7.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,5,5.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,6,12.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,8,37.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,10,170.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,15,112.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,20,1.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,25,3.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,30,11550.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,50,509.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,60,37.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,75,9.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,100,2727.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,150,944.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,200,1.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,300,3966.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,500,504.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010.0,1000,365.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,0,52.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,0,9.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,0,23.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,1,15.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,2,78.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,3,14.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,3,34.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,4,115.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,5,14.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,6,82.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,8,30.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,10,393.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,15,60.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,20,2.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,25,2.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,30,11384.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,50,382.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,60,186.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,75,15.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,100,2084.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,150,3756.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,200,5.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,300,7154.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,500,959.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010.0,1000,1017.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,0,2.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,1,6.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,3,2.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,3,3.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,5,3.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,6,5.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,10,149.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,30,4108.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,50,117.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,60,64.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,75,5.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,100,696.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,150,1809.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,300,3538.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,500,497.0
BUENOS AIRES,Almirante Brown,Claypole,6028010.0,1000,503.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,5,2.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,10,128.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,15,42.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,30,1.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,50,12.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,60,91.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,75,2.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,100,36.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,150,1776.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,300,2535.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,500,370.0
BUENOS AIRES,Almirante Brown,Don Orione,6028010.0,1000,439.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,0,5.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,0,7.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,1,4.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,2,15.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,3,5.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,3,27.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,4,29.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,5,8.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,6,12.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,8,16.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,10,138.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,15,8.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,25,27.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,30,11735.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,50,134.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,60,81.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,75,2.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,100,676.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,150,2725.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,300,3834.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,500,499.0
BUENOS AIRES,Almirante Brown,Glew,6028010.0,1000,699.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,1,1.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,3,2.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,5,2.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,6,1.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,8,3.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,10,156.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,25,2.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,30,1381.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,50,166.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,60,58.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,75,6.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,100,1250.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,150,1310.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,300,3416.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,500,429.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010.0,1000,447.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,0,3.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,3,3.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,3,21.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,5,8.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,6,1.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,8,4.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,10,231.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,15,5.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,30,7428.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,50,198.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,60,88.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,75,7.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,100,1226.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,150,2212.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,300,3887.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,500,569.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010.0,1000,512.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,1,3.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,5,3.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,6,1.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,10,47.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,20,2.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,30,4.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,50,69.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,60,37.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,75,3.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,100,424.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,150,1066.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,300,2191.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,500,331.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010.0,1000,331.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,3,2.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,5,1.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,10,96.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,30,4093.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,50,18.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,60,47.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,75,4.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,100,124.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,150,1024.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,300,1716.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,500,282.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010.0,1000,234.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,0,3.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,0,10.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,1,28.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,3,97.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,3,18.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,4,339.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,5,10.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,6,52.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,8,3.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,10,240.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,15,9.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,30,9967.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,50,189.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,60,102.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,75,10.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,100,1110.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,150,2420.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,300,5185.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,500,695.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010.0,1000,675.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,0,4.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,1,9.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,3,40.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,3,21.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,5,2.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,6,88.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,10,39.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,30,3236.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,50,34.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,60,46.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,100,148.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,150,1141.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,300,2174.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,500,310.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010.0,1000,336.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,0,3.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,0,1.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,3,2.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,5,5.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,10,165.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,30,4.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,50,61.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,60,131.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,75,7.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,100,391.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,150,2702.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,300,3942.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,500,615.0
BUENOS AIRES,Almirante Brown,San Jose,6028010.0,1000,582.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,0,159.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,0,1.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,0,6.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,1,137.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,2,275.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,3,546.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,3,165.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,4,292.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,6,95.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,8,285.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,10,10.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010.0,15,451.0
